state_code,lga_name,administrative_type,external_id
ON,Ileoluji/Okeigbo,lga,INEC-CVR:1622
ON,Irele,lga,INEC-CVR:1623
ON,Odigbo,lga,INEC-CVR:1624
ON,Okitipupa,lga,INEC-CVR:1625
ON,"Ondo East",lga,INEC-CVR:1626
ON,"Ondo West",lga,INEC-CVR:1627
ON,Ose,lga,INEC-CVR:1628
ON,Owo,lga,INEC-CVR:1629
OS,"Atakumosa East",lga,INEC-CVR:1631
OS,"Atakumosa West",lga,INEC-CVR:1632
OS,Ayedaade,lga,INEC-CVR:1633
OS,Ayedire,lga,INEC-CVR:1634
OS,Boluwaduro,lga,INEC-CVR:1635
OS,Boripe,lga,INEC-CVR:1636
OS,"Ede North",lga,INEC-CVR:1637
OS,"Ede South",lga,INEC-CVR:1638
OS,Egbedore,lga,INEC-CVR:1639
OS,Ejigbo,lga,INEC-CVR:1640
OS,"Ife Central",lga,INEC-CVR:1641
OS,"Ife East",lga,INEC-CVR:1642
OS,"Ife North",lga,INEC-CVR:1643
OS,"Ife South",lga,INEC-CVR:1644
OS,Ifedayo,lga,INEC-CVR:1645
OS,Ifelodun,lga,INEC-CVR:1646
OS,Ila,lga,INEC-CVR:1647
OS,"Ilesa East",lga,INEC-CVR:1648
OS,"Ilesa West",lga,INEC-CVR:1649
OS,Irepodun,lga,INEC-CVR:1650
OS,Irewole,lga,INEC-CVR:1651
OS,Isokan,lga,INEC-CVR:1652
OS,Iwo,lga,INEC-CVR:1653
OS,Obokun,lga,INEC-CVR:1654
OS,Odo-Otin,lga,INEC-CVR:1655
OS,Ola-Oluwa,lga,INEC-CVR:1656
OS,Olorunda,lga,INEC-CVR:1657
OS,Oriade,lga,INEC-CVR:1658
OS,Orolu,lga,INEC-CVR:1659
OS,Osogbo,lga,INEC-CVR:1660
OY,Afijio,lga,INEC-CVR:1663
OY,Akinyele,lga,INEC-CVR:1664
OY,Atiba,lga,INEC-CVR:1665
OY,Atisbo,lga,INEC-CVR:1666
OY,Egbeda,lga,INEC-CVR:1667
OY,"Ibadan North",lga,INEC-CVR:1668
OY,"Ibadan North East",lga,INEC-CVR:1669
OY,"Ibadan North West",lga,INEC-CVR:1670
OY,"Ibadan South West",lga,INEC-CVR:1672
OY,"Ibadan South-East",lga,INEC-CVR:1671
OY,"Ibarapa Central",lga,INEC-CVR:1673
OY,"Ibarapa East",lga,INEC-CVR:1674
OY,"Ibarapa North",lga,INEC-CVR:1675
OY,Ido,lga,INEC-CVR:1676
OY,Irepo,lga,INEC-CVR:1677
OY,Iseyin,lga,INEC-CVR:1678
OY,Itesiwaju,lga,INEC-CVR:1679
OY,Iwajowa,lga,INEC-CVR:1680
OY,Kajola,lga,INEC-CVR:1681
OY,Lagelu,lga,INEC-CVR:1682
OY,"Ogbomoso North",lga,INEC-CVR:1683
OY,"Ogbomoso South",lga,INEC-CVR:1684
OY,Ogo-Oluwa,lga,INEC-CVR:1685
OY,Olorunsogo,lga,INEC-CVR:1686
OY,Oluyole,lga,INEC-CVR:1687
OY,Ona-Ara,lga,INEC-CVR:1688
OY,Oorelope,lga,INEC-CVR:1689
OY,"Ori Ire",lga,INEC-CVR:1690
OY,"Oyo East",lga,INEC-CVR:1691
OY,"Oyo West",lga,INEC-CVR:1692
OY,"Saki East",lga,INEC-CVR:1693
OY,"Saki West",lga,INEC-CVR:1694
OY,Surulere,lga,INEC-CVR:1695
PL,"Barikin Ladi",lga,INEC-CVR:1697
PL,Bassa,lga,INEC-CVR:1698
PL,Bokkos,lga,INEC-CVR:1699
PL,"Jos East",lga,INEC-CVR:1700
PL,"Jos North",lga,INEC-CVR:1701
PL,"Jos South",lga,INEC-CVR:1702
PL,Kanam,lga,INEC-CVR:1703
PL,Kanke,lga,INEC-CVR:1704
PL,"Langtang North",lga,INEC-CVR:1705
PL,"Langtang South",lga,INEC-CVR:1706
PL,Mangu,lga,INEC-CVR:1708
PL,Mikang,lga,INEC-CVR:1707
PL,Pankshin,lga,INEC-CVR:1709
PL,"Qua'an Pan",lga,INEC-CVR:1710
PL,Riyom,lga,INEC-CVR:1711
PL,Shendam,lga,INEC-CVR:1712
PL,Wase,lga,INEC-CVR:1713
RI,Abua-Odual,lga,INEC-CVR:1715
RI,"Ahoada East",lga,INEC-CVR:1716
RI,"Ahoada West",lga,INEC-CVR:1717
RI,"Akuku Toru",lga,INEC-CVR:1718
RI,Andoni,lga,INEC-CVR:1719
RI,Asari-Toru,lga,INEC-CVR:1720
RI,Bonny,lga,INEC-CVR:1721
RI,Degema,lga,INEC-CVR:1722
RI,Eleme,lga,INEC-CVR:1723
RI,Emohua,lga,INEC-CVR:1724
RI,Etche,lga,INEC-CVR:1725
RI,Gokana,lga,INEC-CVR:1726
RI,Ikwerre,lga,INEC-CVR:1727
RI,Khana,lga,INEC-CVR:1728
RI,Obio/Akpor,lga,INEC-CVR:1729
RI,Ogba/Egbema/Ndoni,lga,INEC-CVR:1730
RI,Ogu/Bolo,lga,INEC-CVR:1731
RI,Okrika,lga,INEC-CVR:1732
RI,Omuma,lga,INEC-CVR:1733
RI,Opobo/Nkoro,lga,INEC-CVR:1734
RI,Oyigbo,lga,INEC-CVR:1735
RI,"Port Harcourt",lga,INEC-CVR:1736
RI,Tai,lga,INEC-CVR:1737
SO,Binji,lga,INEC-CVR:1739
SO,Bodinga,lga,INEC-CVR:1740
SO,Dange/Shuni,lga,INEC-CVR:1741
SO,Gada,lga,INEC-CVR:1742
SO,Goronyo,lga,INEC-CVR:1743
SO,Gudu,lga,INEC-CVR:1744
SO,Gwadabawa,lga,INEC-CVR:1745
SO,Illela,lga,INEC-CVR:1746
SO,Isa,lga,INEC-CVR:1747
SO,Kebbe,lga,INEC-CVR:1748
SO,Kware,lga,INEC-CVR:1749
SO,Rabah,lga,INEC-CVR:1750
SO,S/Birni,lga,INEC-CVR:1751
SO,Shagari,lga,INEC-CVR:1752
SO,Silame,lga,INEC-CVR:1753
SO,"Sokoto North",lga,INEC-CVR:1754
SO,"Sokoto South",lga,INEC-CVR:1755
SO,Tambuwal,lga,INEC-CVR:1756
SO,Tangaza,lga,INEC-CVR:1757
SO,Tureta,lga,INEC-CVR:1758
SO,Wamakko,lga,INEC-CVR:1759
SO,Wurno,lga,INEC-CVR:1760
SO,Yabo,lga,INEC-CVR:1761
TA,Ardo-Kola,lga,INEC-CVR:1763
TA,Bali,lga,INEC-CVR:1764
TA,Donga,lga,INEC-CVR:1765
TA,Gashaka,lga,INEC-CVR:1766
TA,Gassol,lga,INEC-CVR:1767
TA,Ibi,lga,INEC-CVR:1768
TA,Jalingo,lga,INEC-CVR:1769
TA,Karim-Lamido,lga,INEC-CVR:1770
TA,Kurmi,lga,INEC-CVR:1771
TA,Lau,lga,INEC-CVR:1772
TA,Sardauna,lga,INEC-CVR:1773
TA,Takum,lga,INEC-CVR:1774
TA,Ussa,lga,INEC-CVR:1775
TA,Wukari,lga,INEC-CVR:1776
TA,Yorro,lga,INEC-CVR:1777
TA,Zing,lga,INEC-CVR:1778
YO,Bade,lga,INEC-CVR:1780
YO,Bursari,lga,INEC-CVR:1781
YO,Damaturu,lga,INEC-CVR:1782
YO,Fika,lga,INEC-CVR:1783
YO,Fune,lga,INEC-CVR:1784
YO,Geidam,lga,INEC-CVR:1785
YO,Gujba,lga,INEC-CVR:1786
YO,Gulani,lga,INEC-CVR:1787
YO,Jakusko,lga,INEC-CVR:1788
YO,Karasawa,lga,INEC-CVR:1789
YO,Machina,lga,INEC-CVR:1790
YO,Nangere,lga,INEC-CVR:1791
YO,Nguru,lga,INEC-CVR:1792
YO,Potiskum,lga,INEC-CVR:1793
YO,Tarmuwa,lga,INEC-CVR:1794
YO,Yunusari,lga,INEC-CVR:1795
YO,Yusufari,lga,INEC-CVR:1796
ZA,Anka,lga,INEC-CVR:1798
ZA,Bakura,lga,INEC-CVR:1799
ZA,"Birnin Magaji",lga,INEC-CVR:1800
ZA,Bukkuyum,lga,INEC-CVR:1801
ZA,Bungudu,lga,INEC-CVR:1802
ZA,Gummi,lga,INEC-CVR:1803
ZA,Gusau,lga,INEC-CVR:1804
ZA,"Kaura Namoda",lga,INEC-CVR:1805
ZA,Maradun,lga,INEC-CVR:1806
ZA,Maru,lga,INEC-CVR:1807
ZA,Shinkafi,lga,INEC-CVR:1808
ZA,"Talata Mafara",lga,INEC-CVR:1809
ZA,Tsafe,lga,INEC-CVR:1810
ZA,Zurmi,lga,INEC-CVR:1811
