inec_state_id,state_name,state_code,raw_lga_name,normalized_lga_name,administrative_type,external_id,source_url
8,BORNO,BO,GUBIO,Gubio,lga,INEC-CVR:1157,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,GUZAMALA,Guzamala,lga,INEC-CVR:1158,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,GWOZA,Gwoza,lga,INEC-CVR:1159,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,HAWUL,Hawul,lga,INEC-CVR:1160,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,JERE,Jere,lga,INEC-CVR:1161,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,KAGA,Kaga,lga,INEC-CVR:1162,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,"KALA BALGE","Kala Balge",lga,INEC-CVR:1163,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,KONDUGA,Konduga,lga,INEC-CVR:1164,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,KUKAWA,Kukawa,lga,INEC-CVR:1165,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,"KWAYA / KUSAR",Kwaya/Kusar,lga,INEC-CVR:1166,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,MAFA,Mafa,lga,INEC-CVR:1167,https://cvr.inecnigeria.org/locator/browse/8/
8,BORNO,BO,MAGUMERI,Magumeri,lga,INEC-CVR:1168,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,"MAIDUGURI M. C.","Maiduguri M. C.",lga,INEC-CVR:1169,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,MARTE,Marte,lga,INEC-CVR:1170,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,MOBBAR,Mobbar,lga,INEC-CVR:1171,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,MONGUNO,Monguno,lga,INEC-CVR:1172,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,NGALA,Ngala,lga,INEC-CVR:1173,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,NGANZAI,Nganzai,lga,INEC-CVR:1174,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
8,BORNO,BO,SHANI,Shani,lga,INEC-CVR:1175,https://cvr.inecnigeria.org/locator/browse/state_id:8/page:2
9,"CROSS RIVER",CR,ABI,Abi,lga,INEC-CVR:1177,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,AKAMKPA,Akamkpa,lga,INEC-CVR:1178,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,AKPABUYO,Akpabuyo,lga,INEC-CVR:1179,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,BAKASSI,Bakassi,lga,INEC-CVR:1180,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,BEKWARRA,Bekwarra,lga,INEC-CVR:1181,https://cvr.inecnigeria.org/locator/browse/9/
9,"CROSS RIVER",CR,BIASE,Biase,lga,INEC-CVR:1182,https://cvr.inecnigeria.org/locator/browse/9/
